variant,recovery_time,rolling_recovery_time,final_boundary_fraction,final_transfer_efficiency,final_edge_bulk_ratio,final_coherence
full_law,,,0.48088247254856975,0.3202850036326334,1.0148800070325024,0.999938369556902
principal_branch,9.0,,0.7554297534667724,0.6828101636986074,3.2128220432945107,0.9979359410549524
no_topology_feedback,,,0.47843755339179195,0.31878360922415455,1.0063041677999733,0.9999494792997792
fixed_ruler,,,0.48501568723470423,0.3228555803433192,1.0484471286437673,0.9999596081073046
