time,full_law_boundary_fraction,full_law_transfer_efficiency,full_law_edge_bulk_ratio,full_law_coherence,principal_branch_boundary_fraction,principal_branch_transfer_efficiency,principal_branch_edge_bulk_ratio,principal_branch_coherence,no_topology_feedback_boundary_fraction,no_topology_feedback_transfer_efficiency,no_topology_feedback_edge_bulk_ratio,no_topology_feedback_coherence,fixed_ruler_boundary_fraction,fixed_ruler_transfer_efficiency,fixed_ruler_edge_bulk_ratio,fixed_ruler_coherence
12.57,0.47843665779921263,0.3187830618309393,1.0396649544926848,0.9999399087106878,0.8524422865969907,1.1267832452204016,8.35467114951284,0.32025095573717544,0.4784422809457578,0.31878649877340487,1.0,0.9999999999999999,0.4784386877102578,0.31878430253120404,1.0206323544974338,0.9999616010373141
12.6,0.48815004929995215,0.32483261732886093,1.0512154609501472,0.9999391636441505,0.8429168071386186,1.0584554345815116,8.431967052666973,0.20043166357005252,0.4784422809457578,0.31878649877340487,1.0301124362043201,0.9999999999999998,0.4835368187413376,0.3219310982834099,1.0128755017039528,0.9999611722881158
12.629999999999999,0.49091106382346383,0.3265943283196578,1.0,0.999940113065265,0.8330098765748374,0.99566103524714,8.435502057278555,0.05310987794374572,0.48584967686901387,0.32337927583716947,1.0,1.0,0.48163192012853046,0.3207480661362691,1.0,0.9999617437047246
12.66,0.4784366769222518,0.3187830735190713,1.0,0.9999401130652649,0.8386919926585542,1.0307334515242341,8.382264943759914,0.1250824212467606,0.4784422809457578,0.31878649877340487,1.0,0.9999999999999998,0.47843870106064756,0.31878431069111685,1.0,0.9999617437047246
12.69,0.47843667692225184,0.3187830735190713,1.01908777839813,0.999940113065265,0.8477999126276995,1.0947177273447566,8.441565970020504,0.2651176656425386,0.4784422809457578,0.31878649877340487,1.0000000000000002,1.0,0.47843870106064745,0.3187843106911168,1.0301808115589706,0.9999617437047245
12.719999999999999,0.4831566906655604,0.3216943243004383,1.0000000000000002,0.999940632315,0.855452189038576,1.1596918004552736,8.270150669941787,0.3713266784735623,0.47844228094575786,0.31878649877340487,1.0,1.0000000000000002,0.4858627007356172,0.32338746751779013,1.0041078545739393,0.999962034390717
12.75,0.4784367255124613,0.31878310321774284,1.0,0.9999406323150001,0.8549796655124744,1.1654360369800687,8.321725842052729,0.40564474658995253,0.47844228094575786,0.31878649877340487,1.0,1.0000000000000002,0.47946186542857006,0.3194109098316782,1.0,0.9999630372639129
12.78,0.4784367255124614,0.31878310321774284,1.039187023184623,0.9999406323149999,0.8543686845811633,1.1702540533251808,8.225210848574697,0.3826954453896757,0.47844228094575786,0.31878649877340487,1.0,1.0,0.4784388221080191,0.31878438467669035,1.0446795050479425,0.9999630372639128
12.809999999999999,0.4880352179499261,0.3247597588642005,1.0581460782189211,0.9999397424875689,0.8466165198589393,1.1183739790595535,8.2261575234415,0.2840880649173595,0.47844228094575786,0.3187864987734048,1.0324674910592355,0.9999999999999999,0.4893545472574317,0.3255988245319094,1.0597408684750853,0.9999626058201985
12.84,0.49255346318556587,0.32765138217180484,1.0191497052208265,0.9999403333750689,0.837756338507188,1.0604595261544307,8.28318715759657,0.1580461368265441,0.4864201383187272,0.3237384710164692,1.011230530859238,0.9999999999999999,0.4929320316126645,0.32789600118960616,1.0134648024097472,0.9999631926463579
12.87,0.48317190589919523,0.3217037948659109,1.026149784261018,0.9999410721552553,0.8290846363610982,1.0047419619433169,8.309099847478508,0.03573426054436456,0.4812297170943439,0.3204993898923509,1.0,1.0000000000000002,0.48177733292512803,0.3208380677441946,1.014577567707087,0.9999638518561978
12.9,0.48488136542933996,0.3227713928542376,1.0535640830009314,0.9999404408633146,0.8388289847282753,1.0573167083649317,8.483863221907809,0.15418289761669302,0.4784422809457578,0.31878649877340487,1.0113991759524776,0.9999999999999999,0.4820513010465594,0.32100777451801443,1.0357627069579904,0.9999636634293456
12.93,0.49146886911735316,0.32695256803051814,1.006283061830383,0.9999406725424589,0.8497431352427176,1.118453215272131,8.572952175392205,0.2710989312268227,0.48127134803382715,0.320525111800432,1.0046857261882447,1.0,0.4872128387165883,0.32423892741271637,1.0,0.9999639939302917
12.959999999999999,0.48000002084337035,0.3197414727500671,1.0000000000000004,0.9999422372717304,0.8540897727037806,1.139505860874312,8.565420442725545,0.31818905641194717,0.47960891944272305,0.3195011701343811,1.0,1.0,0.4784389116299407,0.31878443939356094,1.0,0.9999639939302917
12.99,0.47843687570060617,0.31878319501380853,1.022547176368386,0.9999422372717303,0.85363358245635,1.1359542848410622,8.647843173873607,0.3126848160607794,0.4784422809457578,0.31878649877340487,1.0,0.9999999999999999,0.47843891162994057,0.318784439393561,1.0239872200404647,0.9999639939302917
13.02,0.4840030727113542,0.3222219946913306,1.022282094372708,0.9999415130300084,0.8497874381016988,1.1068685405825918,8.583660366481615,0.23501494003081674,0.47844228094575786,0.31878649877340487,1.0138788041878444,1.0,0.4843566116503063,0.32244291873434966,1.0223373467199657,0.9999635739081644
13.049999999999999,0.4839383767261977,0.3221815993810703,1.0000000000000004,0.9999421006505396,0.8410420907487871,1.0459722322013143,8.657513397974482,0.1251955877300121,0.48188268701562625,0.32090330702876835,1.0,0.9999999999999998,0.4839539253260648,0.32219130679484426,1.0000000000000002,0.999963998928999
13.08,0.4784368629159138,0.31878318719971144,1.0185038684320689,0.9999421006505397,0.8374251023944326,1.0227013002273673,8.64966923020868,0.06291419481491314,0.47844228094575797,0.31878649877340476,1.0,0.9999999999999999,0.47843891209770417,0.31878443967946385,1.0184524405854096,0.9999639989289991
13.11,0.4830135653722072,0.3216052647208214,1.0614653570276846,0.9999405796892231,0.8455207217840255,1.076296841140677,8.629532957771495,0.1728176161791516,0.47844228094575786,0.31878649877340487,1.024848407897884,1.0,0.48300305969261476,0.3215987295141249,1.0619181308906436,0.9999630419253743
13.139999999999999,0.4933362557542994,0.3281576016714479,1.0303030874661159,0.9999398607161543,0.8524722672733007,1.1270122308024493,8.736045591878629,0.27986223778468095,0.4845699855950166,0.3225764012937494,1.0349877779079437,0.9999999999999998,0.4934449815879304,0.32822803668345485,1.0347570433368252,0.9999625664697577
13.17,0.4858903333448074,0.32340484910013834,1.0,0.9999405203975047,0.857477624223556,1.1665926719208222,8.627392656009803,0.3353440981191398,0.4870292231147902,0.32412286753471553,1.0,1.0,0.4869700435513513,0.3240854789776533,1.010121349269179,0.9999628830479337
13.2,0.4784367150394773,0.3187830968165823,1.0223800892347483,0.9999405203975048,0.8561149903557569,1.1555446920887615,8.76263889521813,0.3381679120709161,0.47844228094575797,0.31878649877340487,1.0,1.0,0.4809522245901744,0.3203280450133253,1.0410447952137956,0.9999624147289506
13.229999999999999,0.483962133437737,0.3221964315781157,1.0026168949605696,0.9999401554412203,0.8551992981468715,1.1482372463511148,8.670517101372072,0.29264403841749675,0.47844228094575786,0.31878649877340487,1.0050402640471248,1.0,0.4884835642350883,0.32504441214467467,1.0261361337406796,0.9999617526214347
13.26,0.4790889824829659,0.32007552968731134,0.9927007878804592,0.999941343678269,0.8485591373394955,1.1026417513321127,8.63212820400237,0.21193886905574502,0.47969697889588775,0.3204510665297531,0.9926829899352946,1.0,0.4848800794365544,0.3227705870580218,1.0,0.9999621846482452
13.29,0.47660899994214423,0.3200056750027485,0.9942512496966568,0.9999413436782691,0.8445475874095545,1.0821608458800878,8.620385963032932,0.1629088276468001,0.4766100145644336,0.3200120327879521,0.9883352352036825,0.9999999999999999,0.4784387423228201,0.31878433591103683,1.0,0.999962184648245
